ID_gene,S1_A_Ct_T1,S1_B_Ct_T1,S2_Ct_T1,S1_A_LI_T1,S1_B_LI_T1,S2_LI_T1
CpCp13_RS06850,3.055625,1.839116,3.075262,3.019268,2.177981,1.55333
CpCp13_RS06855,2.313861,2.58215,1.877942,3.806903,3.749916,2.193315
CpCp13_RS06860,0.211395,0.375007,0.43272,0.455739,0.206644,0.368445
CpCp13_RS06865,4.851198,3.512581,2.080624,1.992094,2.483989,2.415782
CpCp13_RS06870,4.935664,3.60233,3.394659,3.830613,1.736903,1.720491
CpCp13_RS06875,8.299227,6.449851,4.869969,11.927971,10.5465,4.821623
CpCp13_RS06880,1.882265,0.7723,0.697198,0.386466,1.226639,0.624882
CpCp13_RS06885,10.91168,9.382156,8.615265,8.401441,8.380764,6.11298
CpCp13_RS06890,1.055445,1.810591,1.063613,1.05018,0.555543,0.566017
CpCp13_RS06895,0.928825,0.411924,0.475319,0.250302,0.397228,0
CpCp13_RS06900,4.828097,4.320475,5.012413,4.880631,6.706771,4.187356
CpCp13_RS06905,38.373122,23.339085,21.993607,16.545402,37.510642,0
CpCp13_RS06910,46.041261,42.235131,40.994801,45.100312,43.808541,23.188996
CpCp13_RS06915,17.587525,8.22845,7.200224,20.41642,10.579831,28.295639
CpCp13_RS06920,27.424611,27.630558,29.300949,36.771977,26.808211,23.316508
CpCp13_RS06925,7.707181,8.536095,10.342281,13.846323,9.4872,6.96525
CpCp13_RS06930,17.131433,14.969469,15.934679,20.682446,19.760733,11.704602
CpCp13_RS06935,7.084855,5.762183,6.408073,12.077071,11.274257,4.594724
CpCp13_RS06940,7.617579,6.20004,5.349406,8.031402,10.490134,5.620841
CpCp13_RS06945,6.505523,5.536197,7.430995,9.696286,9.107152,6.159235
CpCp13_RS06950,6.208253,6.514495,5.539939,7.005747,8.297072,5.410237
CpCp13_RS06955,8.099958,8.720284,6.922605,9.049837,10.287494,5.976778
CpCp13_RS06960,9.941539,8.358047,7.978502,10.035876,8.09841,5.775762
CpCp13_RS06965,7.279991,7.536672,6.954227,8.682134,9.185662,3.599553
CpCp13_RS06970,7.345112,7.148923,7.038225,11.015666,9.053071,5.566055
CpCp13_RS06975,7.894164,6.355946,6.749795,7.977515,8.922473,4.156328
CpCp13_RS06980,13.47404,14.103894,12.651259,17.681463,17.322985,11.231547
CpCp13_RS06985,17.82637,17.014909,16.301154,19.395147,20.519986,13.647525
CpCp13_RS06990,70.897171,63.675613,78.65287,68.10676,75.76723,38.414902
CpCp13_RS10715,0,0,0,0,0,0
CpCp13_RS06995,23.779827,28.972822,12.169143,16.760017,23.692374,9.564527
CpCp13_RS07000,0.386343,0.391633,0.948999,0.832901,1.888299,0
CpCp13_RS07005,0,0.283934,0.229342,0.402569,0,0.650919
CpCp13_RS07010,1.920678,2.271469,1.572628,1.18306,1.341078,1.27527
CpCp13_RS07015,2.809996,3.213654,2.861239,2.640646,2.958133,2.009268
CpCp13_RS07020,1.482877,1.029955,1.236646,1.184027,0.268435,0.382894
CpCp13_RS07025,8.963029,10.708191,11.270327,11.041725,8.761574,11.158444
CpCp13_RS07030,1.973234,1.729029,1.834732,2.090956,2.484663,1.515573
CpCp13_RS07035,7.371024,6.754632,6.662975,8.263259,6.225424,4.111068
CpCp13_RS07040,5.27245,5.745481,3.669465,9.661657,8.504011,6.432613
CpCp13_RS07045,1.455881,1.636228,1.010658,1.910497,1.423159,0.882602
CpCp13_RS07050,10.36366,8.021126,10.893723,16.605973,13.279464,8.299219
CpCp13_RS07055,4.004819,3.141394,3.279096,6.167015,8.109241,3.323843
CpCp13_RS07060,1.371913,1.777,1.934582,3.614906,2.682156,1.328406
CpCp13_RS07065,4.801696,6.715256,5.314899,11.693672,12.516726,6.819153
CpCp13_RS07070,20.290631,19.584715,15.891383,94.714666,81.235522,46.12813
CpCp13_RS07075,28.915016,25.442439,26.739822,7.910745,8.560839,4.775302
CpCp13_RS07080,46.959796,47.392383,47.368939,14.462665,12.101433,11.089734
CpCp13_RS07085,45.542011,41.959085,46.59031,15.655462,8.721145,14.464871
CpCp13_RS07090,62.122754,61.957555,52.207831,20.815765,17.630266,16.51112
CpCp13_RS07095,32.693514,29.78976,31.882234,15.046842,17.595233,6.402484
CpCp13_RS07100,34.374865,33.217185,32.485942,17.141649,18.606853,10.358714
CpCp13_RS07105,4.015755,2.971635,3.452453,6.579623,4.671341,1.819774
CpCp13_RS07110,67.220859,59.193326,47.812186,64.408282,47.789085,56.805055
CpCp13_RS07115,4.732106,7.477507,4.501362,6.30108,3.94549,1.940629
CpCp13_RS07120,1.318113,1.113465,0.989316,3.315274,5.798189,0.765787
CpCp13_RS07125,2.059551,1.210894,1.956148,1.953644,1.691139,2.010192
CpCp13_RS07130,0.586595,0.773013,0.480296,0.505846,0.688092,0
CpCp13_RS07135,6.469891,5.518711,5.911198,11.396673,8.484048,6.325834
CpCp13_RS07140,8.263912,8.591846,8.935103,7.765871,7.871038,3.508501
CpCp13_RS07145,4.115739,4.635651,3.182699,6.901183,2.23513,7.970439
CpCp13_RS07150,45.719712,41.103791,37.770358,25.830883,22.993319,14.508292
CpCp13_RS07155,1.340865,0.993278,1.372354,0.945041,1.083871,0.988738
CpCp13_RS07160,1.747058,1.270483,1.461566,0.982541,1.039525,0
CpCp13_RS07165,11.203957,8.888358,11.766218,4.20072,6.666517,8.49025
CpCp13_RS07170,0,0.319925,0.129207,0,0,1.100145
CpCp13_RS07175,0.132591,0.470423,0.054282,0.571696,0.129611,0.462191
CpCp13_RS07180,8.92947,9.094416,8.208013,6.901183,5.2702,2.349182
CpCp13_RS07185,17.25667,16.905475,17.978268,23.598874,19.512425,12.120564
CpCp13_RS07190,3.884038,3.785782,5.504197,7.729325,7.009366,2.082941
CpCp13_RS07195,3.395139,2.638575,3.127385,1.95185,2.101925,1.577986
CpCp13_RS10720,6.952004,0,17.076644,29.975067,6.795749,0
CpCp13_RS10865,0,0,0,0,0,0
CpCp13_RS07210,6.012288,9.1419,2.461394,0,0,0
CpCp13_RS07215,0,0,0.191118,0,0,0
CpCp13_RS07220,0,0,0,0.189444,0,0
CpCp13_RS07225,0,0,0,0,0,0
CpCp13_RS07230,0,0,0,0,0,0
CpCp13_RS07235,0,0,0,0,0,0
CpCp13_RS07240,1.417724,0.718567,1.402651,0.764103,2.194277,0.823659
CpCp13_RS07245,0,0,0,0,0,0
CpCp13_RS07250,0.093366,0.070983,0.172006,0,0.045634,0.488189
CpCp13_RS07255,0,5.862107,2.367498,0,0,0
CpCp13_RS07260,0.85884,0.75188,0.894991,0.757447,1.106662,0.544323
CpCp13_RS07265,0.098713,0.287686,0.101032,0.266015,0.192989,0.430123
CpCp13_RS07270,0,0.049237,0.03977,0.209429,0.04748,0
CpCp13_RS07275,0,0,0,0.224342,0.101723,0.362741
CpCp13_RS07285,0,0,6.88393,18.125306,8.2185,29.307046
CpCp13_RS07290,0,0,4.366202,11.496157,0,0
CpCp13_RS07295,0,0,0,0,0,0
CpCp13_RS07300,0,0,0,0,0,0
CpCp13_RS10725,0,4.013184,16.207834,17.070013,15.480002,0
CpCp13_RS07305,2.484356,1.703602,1.555534,0.315054,0.857124,0
CpCp13_RS07310,2.229643,2.231916,2.076625,0.600849,1.798112,0.971521
CpCp13_RS07315,0.826098,0.575718,0.422749,45.636858,45.120778,20.877408
CpCp13_RS07320,0.587963,0.778127,0.668634,57.040393,52.493616,27.099492
CpCp13_RS07325,0.163561,0.0829,0.133922,0.881538,0.799426,0
CpCp13_RS07330,2.666258,1.581403,2.206324,4.158181,2.8836,1.581981
CpCp13_RS07335,252.516088,182.837993,91.07156,77.769837,170.437486,83.831383
CpCp13_RS07340,1.078456,1.305791,1.300011,3.229163,2.459838,2.506213
CpCp13_RS07345,4.901731,6.980036,3.631241,8.554592,6.616915,5.695543
CpCp13_RS07350,4.729309,4.423087,4.125843,7.161278,5.008263,3.532627
CpCp13_RS07355,2.557425,1.111045,1.096851,2.62545,2.857079,2.122563
CpCp13_RS07360,5.324653,1.349388,7.629581,34.437591,33.832341,9.280432
CpCp13_RS07365,1.034211,2.184105,1.764166,10.404861,11.963101,5.407636
CpCp13_RS07370,1.391796,1.963434,1.348509,2.300394,2.040771,0.970314
CpCp13_RS07375,1.846806,2.714531,2.142201,2.256156,3.189358,1.931299
CpCp13_RS07380,0,0,0.158167,0.208225,0.283245,0
CpCp13_RS07385,1.48112,0.750699,0.978002,2.163057,1.074197,0.666186
CpCp13_RS07390,95.015601,64.210949,58.348201,51.210039,77.400012,55.201458
CpCp13_RS07395,3.035078,1.734696,2.670144,3.062773,1.704367,1.800814
CpCp13_RS07400,1.418971,1.078798,1.016606,0.764775,0.924719,0.618287
CpCp13_RS07410,2.73628,2.323945,2.755126,2.232066,3.614566,0.773369
CpCp13_RS07415,4.596495,4.076996,4.99847,5.264364,9.828839,7.009899
CpCp13_RS07420,2.218605,2.174013,1.846843,1.753766,1.156661,0.773369
CpCp13_RS07425,2.030247,1.753147,1.754694,1.458975,1.54359,2.621151
CpCp13_RS07430,1.358055,0.946446,2.223918,0.731944,6.969541,0.591745
CpCp13_RS07435,2.84044,2.399439,3.617782,6.123585,8.021282,7.701016
CpCp13_RS07440,2.31806,1.370714,1.739832,1.665803,1.227394,0.673365
CpCp13_RS07445,0.64285,0.418919,0.751939,0.791939,0.987488,0.320124
CpCp13_RS07450,1178.640502,1264.039245,923.097326,1693.987799,1936.946468,535.897409
CpCp13_RS07455,46.238553,42.364704,26.064848,40.640302,36.507117,19.837537
CpCp13_RS07460,7.027814,6.617127,5.588298,4.428745,4.967434,1.601779
CpCp13_RS07465,0.374506,0.711811,0.536621,0.40369,0.183044,0.652732
CpCp13_RS07470,5.816686,1.768896,4.762631,5.01598,3.41157,0
CpCp13_RS07475,1.525146,2.140652,0.912563,0.505846,0,0
CpCp13_RS07480,32.432412,51.705661,26.555259,99.158818,69.171177,53.443733
CpCp13_RS07485,2.27674,1.943503,1.47171,2.583331,2.342703,3.341617
CpCp13_RS07490,0.917283,1.527596,0.912001,1.977532,2.049522,0.456785
CpCp13_RS07495,1581.391275,1766.793053,1169.518143,733.173167,1030.565117,948.381886
CpCp13_RS07500,7054.761265,7549.604259,13245.048001,10274.404262,11337.815964,6609.401381
CpCp13_RS07505,51.528782,72.754839,40.684305,23.804731,35.97901,0
CpCp13_RS07510,8.882416,8.901704,5.537255,3.481678,9.669453,6.333268
CpCp13_RS07515,2.369296,1.689354,2.235875,4.415273,2.355298,2.099739
CpCp13_RS07520,7.152342,7.355034,5.873175,7.754282,6.344964,5.188138
CpCp13_RS07525,0.963781,2.198196,1.578264,0.519444,2.119768,3.359583
CpCp13_RS07530,8.448224,7.136572,10.375953,0,0,0
CpCp13_RS07535,1.310404,0.664172,0.992472,2.683794,2.049522,0.913571
CpCp13_RS07540,0.763906,0.774365,0.6776,2.195831,1.866841,0.443809
CpCp13_RS07545,2.285018,2.671218,2.127445,2.860359,2.377766,0.899296
CpCp13_RS07550,8.5897,12.493081,11.92576,24.154142,20.078914,13.018383
CpCp13_RS07555,9.878758,8.914906,8.285888,18.180537,14.131787,9.238853
CpCp13_RS07560,10.997024,10.698081,10.504932,14.403261,13.119444,8.862119
CpCp13_RS10730,0,3.52359,0,0,0,0
CpCp13_RS07565,38.225265,23.382771,30.039245,54.938832,45.097027,26.036767
CpCp13_RS07570,7.216108,6.159917,6.685889,30.295025,27.473152,6.619517
CpCp13_RS07575,4.181759,2.599393,2.325717,1.871096,3.933513,0.550073
CpCp13_RS07580,4.124156,3.623202,2.926567,5.038287,5.375281,3.35443
CpCp13_RS07585,2.100742,2.484419,2.006739,3.321195,3.285641,2.929136
CpCp13_RS07590,9.144037,9.014575,7.157924,7.14876,6.679329,6.655138
CpCp13_RS07595,1.56075,2.599194,2.647126,2.163057,1.743624,2.331651
CpCp13_RS07600,2.559121,2.309433,2.861978,4.440594,3.843925,1.087887
CpCp13_RS07605,5.307138,5.977551,7.88613,6.356353,9.030708,6.851781
CpCp13_RS07610,8.690522,6.132103,7.150573,8.449358,6.329751,5.345952
CpCp13_RS07615,4.507339,3.981598,3.690554,4.442141,5.413124,3.142368
CpCp13_RS07620,7.040324,8.441271,7.159175,12.729886,11.914147,6.597154
CpCp13_RS07625,2.441329,2.43056,3.069786,3.94737,3.409225,2.127518
CpCp13_RS07630,2.448547,1.95557,2.885755,4.638875,3.989188,2.845077
CpCp13_RS07635,4.823926,6.309637,4.204595,7.380432,11.408474,5.424326
CpCp13_RS07640,3.049848,2.318702,2.531861,1.64376,2.153161,1.328909
CpCp13_RS07645,1.769046,1.564712,1.704086,1.271271,1.593654,0.483655
CpCp13_RS10870,69.746838,100.160764,85.661776,75.182144,34.089599,0
CpCp13_RS07650,74.655285,67.569073,56.760624,57.480786,46.913992,0
CpCp13_RS07655,4.738723,4.65465,4.571792,4.197277,4.48858,1.920745
CpCp13_RS07660,0.722836,0.766038,0.349729,0.566666,0.128471,0.229062
CpCp13_RS07665,1.70727,1.297982,2.009469,5.060868,1.877509,0.743908
CpCp13_RS07670,0.103262,0.026169,0.147962,0.333928,0.252353,0
CpCp13_RS07680,0.960339,0.40562,0.589735,0.690118,0.469377,0
CpCp13_RS07685,8.337828,5.810735,5.013513,5.617242,3.820512,4.541297
CpCp13_RS07690,0.294288,0.106542,0.154902,0.362539,0.082192,0
CpCp13_RS07695,0.627673,0.445386,0.770896,1.353173,0.368139,0.437593
CpCp13_RS07700,0.809925,0.319283,0.36842,0.388018,0.791721,0
CpCp13_RS07705,0,0,0.058618,0.15434,0.139963,0
CpCp13_RS07710,2.800989,2.280073,2.328164,2.927775,3.816653,2.514915
CpCp13_RS07715,0.672237,2.385043,1.100839,2.415414,3.066598,0.781103
CpCp13_RS07720,0.100035,0.20281,0.122862,0.215662,1.173443,0
CpCp13_RS07725,1.351754,1.739176,2.277452,2.241684,0.965617,0.543691
CpCp13_RS07730,2.87281,2.57239,2.66585,2.064457,1.029688,1.335219
CpCp13_RS07735,4.59089,2.382273,2.013731,1.178251,3.953454,0.381026
CpCp13_RS07740,2.325885,1.811425,1.416692,0.978396,1.774523,1.186486
CpCp13_RS07745,0.919973,1.33224,0.564947,1.133332,0.899296,0.687187
CpCp13_RS07750,0.896317,0.605725,1.100839,0.322055,0.292057,0
CpCp13_RS07755,0.751103,0.475866,0.461246,0.539757,1.407258,0.43637
CpCp13_RS10735,11.112527,0,11.3735,11.978516,0,0
CpCp13_RS07760,0.134717,0.04552,0.110305,0,0.351171,0
CpCp13_RS07765,0.422791,0.557153,0.276941,0,0,0
CpCp13_RS07770,2.168508,1.83183,3.994982,0.779166,3.532947,1.259844
CpCp13_RS07775,0.888119,1.281164,0.783117,0.883688,1.068501,0.238141
CpCp13_RS07780,1.90394,2.449624,2.158509,1.578702,2.433808,5.105248
CpCp13_RS07785,1.940843,0.983707,0.433401,0.76076,1.207322,1.845125
CpCp13_RS07790,2.72792,0.987595,1.515648,0.420072,1.523775,0.67922
CpCp13_RS07795,4.876769,4.219052,3.872559,2.537771,2.58906,1.318936
CpCp13_RS07800,0.659056,1.558851,1.528944,0.947221,0.429495,0
CpCp13_RS07805,664.067697,599.213678,419.125543,591.092028,521.280702,692.69555
CpCp13_RS07810,7.244664,4.696647,4.276444,3.995422,3.787957,1.174591
CpCp13_RS07815,6.151192,8.685029,8.634035,6.630549,3.865459,3.063149
CpCp13_RS07820,1.03566,1.431598,1.310523,2.02976,0.736278,0.328195
CpCp13_RS07825,0,0.048023,0.019395,0.102132,0,0
CpCp13_RS07830,0.317093,0.723227,0.519264,1.709019,0.154983,0
CpCp13_RS07835,2.772113,3.746753,2.506207,3.486165,2.709807,1.610522
CpCp13_RS07840,8.012527,7.915726,7.672517,12.589432,10.08924,5.680749
CpCp13_RS07845,20.873125,20.225411,20.609322,45.661254,22.504387,35.310136
CpCp13_RS07850,3.130517,3.256886,2.630682,5.32812,4.02652,2.871702
CpCp13_RS07855,2.914324,4.103088,3.552805,4.467818,4.494807,2.93478
CpCp13_RS07860,1.917794,1.125503,1.446298,2.176049,1.184015,1.055545
CpCp13_RS07865,0,0.172081,0.694974,2.927775,2.986946,1.183489
CpCp13_RS07870,0.700247,0.937995,0.655262,1.07831,1.026763,0.697413
CpCp13_RS07875,1.471565,1.118783,1.177515,1.586242,0.653859,1.865321
CpCp13_RS07880,4.891869,5.785315,4.005402,6.350385,4.473407,3.117078
CpCp13_RS07885,741.137248,729.612226,578.631809,701.592261,761.632117,438.860804
CpCp13_RS07890,572.361951,630.316666,368.151385,704.745237,718.704046,494.734688
CpCp13_RS07895,5.921483,5.36559,4.900758,6.888063,6.246465,3.192721
CpCp13_RS07900,0.613915,0.15558,0.062833,0.330879,0.150029,0.535002
CpCp13_RS07905,29.877219,22.504371,15.459319,18.786555,23.932443,10.125409
CpCp13_RS07910,0.574562,1.358999,0.901685,2.064457,0.280824,1.669024
CpCp13_RS07915,12.324353,14.196683,14.830753,14.492485,16.063131,6.509192
CpCp13_RS07920,7.366985,4.797053,5.026664,5.955816,5.90115,3.923348
CpCp13_RS07925,7.189994,6.726727,6.949408,8.915763,7.609686,4.89956
CpCp13_RS07930,17.265114,17.408391,14.850805,23.758172,25.405363,19.207451
CpCp13_RS07935,3.822527,3.607628,4.101166,2.841664,3.092368,1.378417
CpCp13_RS07940,5.504834,5.153478,4.586831,9.912972,5.887564,4.966551
CpCp13_RS07945,1.078315,0.933115,0.958282,0.963898,1.491136,0.550073
CpCp13_RS07950,17.291146,14.666179,11.196201,23.203191,18.10983,7.995543
CpCp13_RS07955,28.728095,24.170762,25.717616,31.792631,40.438653,16.022626
CpCp13_RS07960,29.410387,26.418175,29.04162,34.787215,32.142136,18.254038
CpCp13_RS07965,4693.161204,4878.072527,3898.39381,10227.765676,13829.518993,2252.40698
CpCp13_RS07970,22766.243875,22305.803881,26443.489068,31346.022399,29898.85871,23778.312129
CpCp13_RS07975,103.057565,113.79603,93.423219,111.088744,79.153821,89.810427
CpCp13_RS07980,5.092708,4.968839,5.577169,3.293747,2.489122,1.331426
CpCp13_RS07985,2.823044,2.727552,3.467211,4.564562,2.414644,1.230083
CpCp13_RS07990,34.657574,30.134825,23.484574,44.443621,61.0399,34.368532
CpCp13_RS07995,9.396867,9.525516,9.173662,24.154142,25.083922,17.63781
CpCp13_RS08005,0.283884,0.172662,0.244063,0.367208,0.416255,0.296872
CpCp13_RS08015,1.578022,1.359682,1.356668,1.360797,1.234043,1.100145
CpCp13_RS08020,0.466832,0.236611,0.573354,0,0.456339,1.627298
CpCp13_RS08025,0.518702,0.105161,0.297295,0,0.101409,0.361622
CpCp13_RS08030,11.017224,10.789479,9.403003,18.115606,10.952135,9.112868
CpCp13_RS08035,17.926331,16.468152,16.206802,20.933589,24.094697,14.320222
CpCp13_RS08040,6.240179,5.079657,5.186796,8.357129,7.255212,5.932428
CpCp13_RS08045,0,0,0.088208,1.393508,0.210618,0
CpCp13_RS08050,0.044637,0,0.036548,0,0,0
CpCp13_RS08055,0.208446,0.10565,0.042668,0.22469,0.05094,0
CpCp13_RS08060,0.109307,0.083103,0.022375,0.117825,0,0.190513
CpCp13_RS08065,0.028545,0.014468,0.09349,0.123078,0.027904,0
CpCp13_RS08070,0,0,0.07195,0.568333,0.171798,0
CpCp13_RS08075,0.091836,0,0.112791,1.385893,1.526117,0.320124
CpCp13_RS10740,60.57354,83.332411,99.193733,1436.467529,1784.821242,844.597557
CpCp13_RS08080,0.11176,0.028323,0.22877,1.686573,2.621958,0.973944
CpCp13_RS08085,0.395434,0.066808,0.377739,1.420832,1.675032,0.459472
CpCp13_RS08090,0.597544,0.35334,0.856208,1.073517,1.26558,0
CpCp13_RS08095,1.683399,1.801249,1.531496,0.88713,0.987338,0.782407
CpCp13_RS08100,0.825034,0.970141,0.716059,0.355731,0.871009,0.690224
CpCp13_RS10745,107.42642,85.075902,74.215766,86.848545,85.322158,46.808852
CpCp13_RS08110,714.176705,784.283746,1058.135463,659.85585,714.746775,414.917075
CpCp13_RS08115,2.598636,2.742173,2.05797,7.347267,5.621818,5.345952
CpCp13_RS08120,2.159799,3.23844,2.763151,5.238248,3.782665,2.195872
CpCp13_RS08125,3.391468,1.71895,2.975242,2.350133,1.302416,0.422218
CpCp13_RS08130,3.761913,4.062117,4.218545,3.878767,6.395407,2.850741
CpCp13_RS08135,17859.782121,21306.70403,9732.817876,11587.270635,11562.047845,6519.287712
CpCp13_RS08140,1.625445,1.000388,0.950639,1.25151,1.021443,0.404717
CpCp13_RS08145,1.213167,1.808495,1.343912,6.153922,3.836735,2.736348
CpCp13_RS08150,4616.58519,3825.812988,3924.857102,4249.876691,3804.605487,3171.545374
CpCp13_RS08155,1.882265,2.22604,1.064145,2.125564,2.365661,2.187088
CpCp13_RS08160,1.537798,1.670198,1.798757,3.788885,5.798189,2.297362
CpCp13_RS08165,23.806731,26.616904,15.192807,34.719132,21.902727,14.644649
CpCp13_RS08170,129.857637,81.006442,104.690048,55.990928,89.833709,83.568434
CpCp13_RS08175,10.185415,6.932406,6.552616,16.939268,12.801197,3.043258
CpCp13_RS08180,4.315598,3.533397,3.601512,7.872461,2.596062,4.050164
CpCp13_RS08185,1.907056,0.966583,0.975921,0,0.932097,1.661921
CpCp13_RS08190,0.736803,0.835439,0.718344,0.884287,0.556888,0.317737
CpCp13_RS08195,5.816686,4.127424,5.238894,5.01598,5.68595,4.055202
CpCp13_RS08200,1.783329,1.886341,2.095023,2.340194,2.804353,1.621667
CpCp13_RS08205,2.311928,1.892891,3.057887,3.450592,3.998399,1.859769
CpCp13_RS08210,0.515124,0.174059,0.386629,0.740357,0.923168,0
CpCp13_RS08215,0.527245,1.336158,1.18718,1.704998,1.417335,1.837889
CpCp13_RS08220,7.46415,5.88493,6.790615,7.151844,10.539222,2.890978
CpCp13_RS08225,1.29901,0.164599,0.79771,1.40024,0.634906,0
CpCp13_RS08230,1654.438942,1693.69408,878.500388,1836.339136,1617.253512,171.300055
CpCp13_RS08235,6.450763,4.646187,9.034667,19.030536,7.633306,2.366979
CpCp13_RS08240,19.985334,19.031131,14.628196,22.195584,27.8242,10.555392
CpCp13_RS08245,12.727695,7.995572,9.760776,9.27519,7.359835,7.498589
CpCp13_RS08250,8.575868,8.763384,8.777269,14.909964,12.574674,7.714598
CpCp13_RS08255,3.108612,3.479418,3.287671,6.422489,5.444414,4.966551
CpCp13_RS08260,3.856246,2.429944,2.986774,1.797518,2.037607,3.996341
CpCp13_RS08265,8.019675,9.683632,9.511639,4.068066,5.187854,2.877748
CpCp13_RS08270,7.469305,9.464455,6.020216,9.057803,8.67044,2.440947
CpCp13_RS08275,37.256939,42.325097,30.505522,30.466463,22.605236,31.348307
CpCp13_RS08280,3.45203,3.652768,3.049623,6.919835,5.446467,3.588852
CpCp13_RS08285,1.270552,0.995231,1.544706,1.494071,0.978541,0.939471
CpCp13_RS08290,2.159799,1.50519,1.10526,2.32811,2.375162,0.941088
CpCp13_RS08295,1.948514,1.119275,1.435877,2.520432,3.809438,1.584847
CpCp13_RS08300,0,0,0,0,0,0.918945
CpCp13_RS08310,0,0,0,10.552615,0,0
CpCp13_RS08315,0,0.088041,0.071114,1.497931,2.037607,0
CpCp13_RS08320,24.142132,23.015396,18.32864,11.511343,9.323814,7.795122
CpCp13_RS08325,0,0,6.88393,0,8.2185,0
CpCp13_RS08330,7.816714,8.275896,7.502491,10.860002,11.461537,4.84405
CpCp13_RS08335,19.287825,13.513804,21.134259,0.611497,1.663615,0
CpCp13_RS08340,6.718857,5.402317,6.149378,11.451414,8.562266,5.885863
CpCp13_RS08345,8.180667,7.391289,10.484185,3.833991,10.082918,7.439076
CpCp13_RS08350,200.551473,179.507055,80.35763,64.39412,145.990098,133.868188
CpCp13_RS08355,340.605031,219.112464,209.162397,536.601013,550.647315,136.995356
CpCp13_RS08360,1.039542,1.229403,0.945738,0.498024,1.016177,0.805261
CpCp13_RS08365,4.337016,4.762758,2.071472,2.337498,1.059884,3.779531
CpCp13_RS08370,2.400848,2.028098,1.801969,1.725296,1.955738,2.789654
CpCp13_RS08375,0,0.227147,0,2.898497,1.314256,0
CpCp13_RS08380,0.133204,0.090019,0.363553,0.287169,0.954876,0
CpCp13_RS10750,1.113437,1.269765,1.082606,1.800309,1.496565,0.970314
CpCp13_RS10755,0,1.62175,0.982451,0,0,0
CpCp13_RS08395,0,0,0,0,0,18.588288
CpCp13_RS08400,0.026613,0.013489,0.04358,0,0.078044,0
CpCp13_RS10760,0,0,0,0,0,0
CpCp13_RS08410,30866.715754,31817.426206,35993.802568,41060.791225,76943.528666,10717.948186
CpCp13_RS08415,21.02471,22.223943,19.140109,28.627131,40.833887,22.179468
CpCp13_RS08420,18.620661,12.79701,11.757792,23.813943,17.276607,13.201741
CpCp13_RS08425,1.113136,1.594444,2.100234,1.565063,1.088117,1.180933
CpCp13_RS08430,2.100594,0,0.85997,0,0,0
CpCp13_RS08435,2.39977,1.216312,1.309935,0,0,0
CpCp13_RS08440,12.00424,10.893781,11.7128,6.962801,6.230424,3.188176
CpCp13_RS08445,19.858511,19.926362,16.919089,15.331372,13.640983,10.28998
CpCp13_RS08470,5.802049,7.436358,4.696041,5.463437,5.541259,4.416952
CpCp13_RS08475,2.489768,2.523855,2.463298,4.472989,3.853529,1.446487
CpCp13_RS08480,15.241932,15.047042,15.273914,22.314994,18.123838,8.326479
CpCp13_RS08485,0,2.372785,1.916568,0,36.610056,0
CpCp13_RS08490,12.72065,7.588096,8.733006,16.665303,11.191265,6.139674
CpCp13_RS08495,4.016513,3.214343,2.855951,9.11477,3.926237,2.210669
CpCp13_RS08500,22.999071,16.456901,13.846585,32.082946,38.351887,18.863759
CpCp13_RS08505,1331.059234,1426.140109,1145.037397,9698.43655,8926.823265,16151.388477
CpCp13_RS08510,28346.013506,29914.822866,51027.1904,26027.647418,26478.874706,42380.815546
CpCp13_RS08515,8.676647,8.014533,8.432244,12.936597,7.688954,5.653339
CpCp13_RS08525,1482.698893,2160.559567,1958.979643,1707.215423,1021.149525,1409.575722
CpCp13_RS08530,973.659545,1151.487806,741.275126,1693.987799,1218.94045,1071.794819
CpCp13_RS08535,0.527245,0.293955,0.151096,0.113667,0.206158,0
CpCp13_RS08540,0.274383,0.648991,0.374435,0.197177,0.625836,0
CpCp13_RS08545,0,0.154873,0.145945,0,0.398259,0.355047
CpCp13_RS08550,0.102086,0.025871,0.06269,0,0.049896,0.177928
CpCp13_RS08555,10.85634,10.598383,9.983746,2.99765,3.816257,4.84694
CpCp13_RS08560,3.971971,4.254257,3.160158,4.362287,2.34427,4.702292
CpCp13_RS08565,2.800989,4.461815,4.423016,5.750986,4.954537,3.254596
CpCp13_RS08570,110.12792,180.587064,132.604974,670.362838,956.208991,248.397992
CpCp13_RS08575,1.280452,0.648991,1.100839,1.104189,1.001338,0.446345
CpCp13_RS08580,0.852282,1.403919,0.654223,2.067074,1.874533,0.371364
CpCp13_RS08585,1.802936,0.783265,1.968295,2.591249,1.594564,1.496366
CpCp13_RS08590,2.898926,1.389885,2.149075,2.702561,1.838121,0.819339
CpCp13_RS08595,1.413112,1.125503,0.702488,1.305629,0.592007,0
CpCp13_RS08600,2.116303,1.325024,2.089556,0.805138,0.486762,1.735784
CpCp13_RS08605,1.368422,1.040368,0.945377,1.843828,0.919645,0.298131
CpCp13_RS08610,6.111249,8.948212,6.741251,5.489578,8.628955,9.467915
CpCp13_RS08615,2.612582,5.856927,3.661237,4.76584,3.732566,3.152434
CpCp13_RS08620,1.600565,1.120282,1.0609,0.164314,0.894052,1.328406
CpCp13_RS10765,49.934543,41.454542,39.475933,77.954745,61.436053,51.018641
CpCp13_RS08630,12.402905,10.728711,9.749131,14.260748,11.073377,8.935127
CpCp13_RS08635,13.915417,11.901877,12.105882,18.639498,15.803081,10.165039
