Name,S1_Ct_Cp13,S2_A_Ct_Cp13,S2_B_Ct_Cp13,S3_Ct_Cp13,S4_A_Ct_Cp13,S4_B_Ct_Cp13,S1_LI_Cp13,S2_LI_Cp13,S3_LI_Cp13,S3_A_LI_Cp13,S3_B_LI_Cp13
CpCp13_RS01110,0,0.337906,0,0,0,0,0.171742,0.236442,0,1.077016,0
CpCp13_RS01115,1.482285,0,0.21856,0.105671,0.995181,0,2.786348,0.31967,0,0,0.501542
CpCp13_RS01120,0,0,0,0,0,0,27.944886,0,54.69537,0,0
CpCp13_RS01125,1.842305,0,0,0,5.875236,0,2.741621,0,0,17.193026,0
CpCp13_RS01130,0.348125,0,0.975276,0,0,1.167361,1.036122,0,0,0,2.238022
CpCp13_RS01135,0.097103,0.324928,0.19431,0.244261,0,0.093032,0.165146,0.227361,0,0,0.356716
CpCp13_RS01140,1195.366269,2162.723427,2385.255001,1802.416377,2931.005515,2968.486476,10572.598098,2333.514928,3941.582658,6103.992634,5691.071864
CpCp13_RS01145,2.394433,5.672371,4.024822,4.570037,4.095679,4.270082,10.30109,4.370491,3.043305,6.297419,5.562582
CpCp13_RS01150,0.814069,1.489725,2.280627,2.343141,1.730749,1.308032,1.766706,2.432273,2.371132,0.949647,2.071587
CpCp13_RS01155,0.824102,0.268104,0.833709,0.775169,0.876039,0.767624,1.158253,1.219399,0.400059,0.427267,1.839576
CpCp13_RS01160,0.73599,0.718316,1.460503,1.536882,0.391187,0.411331,1.825438,1.256565,1.071856,1.71713,1.281456
CpCp13_RS01165,7.332582,343.511634,205.423274,168.843296,93.536432,24.588226,21.82393,120.18243,128.145224,273.720788,188.558531
CpCp13_RS01170,10.618619,0,14.874103,9.588591,0,0,10.534716,7.251718,30.928746,33.032213,5.68874
CpCp13_RS01175,0.606876,0.490181,0.410386,0.396833,0.266948,0.280694,0.622842,1.457723,0.365719,1.952958,1.883473
CpCp13_RS01180,0.990832,1.526901,0.438289,1.412715,0.665228,0.874353,3.725064,7.265231,8.202278,12.6535,13.410214
CpCp13_RS01185,1.648867,2.207,0.263961,1.403842,0.600955,0.473925,3.22494,1.5443,3.293239,1.758606,1.665749
CpCp13_RS01190,1.393125,1.208595,1.084127,1.118212,0.987282,0.77859,2.303528,1.268532,0.90172,2.407616,1.492685
CpCp13_RS01195,3.289322,3.852397,2.276667,3.249804,2.715027,3.892952,6.795408,3.171331,1.35258,4.333708,4.104883
CpCp13_RS01200,1.066205,0.761415,1.52992,1.444171,0.829317,0.610415,1.470572,2.450805,1.363401,1.456126,1.922578
CpCp13_RS01205,1.181078,0.84117,1.341408,0.713409,0.508992,0.588721,2.51767,1.24258,0.278928,1.787389,1.539102
CpCp13_RS01210,4.717513,4.947822,6.50946,6.2468,2.919077,4.013816,10.897269,8.65533,5.537278,19.712895,16.295589
CpCp13_RS10560,0,0,0,0,0,3.670839,0,0,0,0,0
CpCp13_RS01215,41.804543,52.384161,47.086418,50.821769,45.32315,46.220507,116.847811,39.132751,46.679744,71.489383,56.131883
CpCp13_RS01220,0.645162,0.871849,0.486616,0.941091,0.316533,0.582457,0.295414,0.610058,1.300955,1.852577,0.558332
CpCp13_RS01225,24.953323,5.374693,3.374824,9.712413,4.756378,6.540159,2.560981,0.235052,1.002501,0,2.950247
CpCp13_RS01230,22.583286,7.077668,6.400952,9.62073,5.808037,4.608092,1.872546,0.678417,0,0.61805,2.182006
CpCp13_RS01235,49.576889,12.994205,10.960721,19.69468,16.760153,11.552976,5.387773,2.632015,4.082038,0,2.62784
CpCp13_RS01240,204.784065,38.629611,57.04913,59.049948,56.709202,66.361673,131.460327,17.628416,30.074243,32.119596,34.111354
CpCp13_RS01245,13.674723,3.397248,3.173145,4.078663,2.290607,2.31592,15.786673,3.961918,2.896744,4.125002,3.729597
CpCp13_RS01250,26.868233,15.35005,14.687165,33.730038,37.617649,28.56728,39.008683,37.593033,45.810049,12.231399,80.045723
CpCp13_RS01255,5.815337,5.239093,6.767341,9.452227,8.559467,4.50011,15.710485,11.364421,6.254132,13.358953,17.542467
CpCp13_RS01260,0.585112,1.427653,0.5464,2.971998,2.176958,2.125552,3.337812,3.596289,0,1.820157,1.880783
CpCp13_RS01265,21.953493,6.345124,3.69546,4.849638,4.507159,6.950894,5.748805,3.860751,6.586477,6.155121,6.360134
CpCp13_RS01270,775.653907,184.249921,214.617773,227.912436,113.428495,110.09471,219.864303,162.557495,23.907295,178.732626,259.439574
CpCp13_RS01275,38.975832,7.879902,8.426625,10.335521,6.260268,7.644342,18.894167,4.735374,3.596634,8.864403,7.276837
CpCp13_RS01280,2.490968,5.276108,3.415001,3.30222,0.338037,1.777217,2.523866,3.040341,0.926223,2.967648,3.577576
CpCp13_RS01285,21.798305,28.888975,17.677651,32.478308,21.220764,11.926173,25.26835,15.983509,10.025006,36.403146,15.488798
CpCp13_RS01290,2.199918,1.345935,1.655758,2.179243,1.465965,1.871763,3.322665,1.076331,0.573822,1.838543,1.688694
CpCp13_RS01295,0.321049,0.117502,0.168642,0.190251,0,0.134571,0.179163,0.164439,0.350669,0.374518,0.193496
CpCp13_RS01300,5.77677,2.344533,2.002933,2.130465,0.729605,0.191794,4.76648,1.05463,1.499341,1.067541,1.286948
CpCp13_RS01305,45.587071,20.640764,21.88892,24.74676,14.612969,13.986486,41.788223,15.405791,28.746403,28.508488,26.81437
CpCp13_RS01310,29.226069,10.036832,8.27879,10.727213,8.481653,11.693012,37.02817,9.808062,8.263035,13.789071,15.48321
CpCp13_RS01315,11.322645,4.982413,3.850471,5.053062,5.844182,3.950432,14.999216,4.290875,5.718963,3.664746,7.152864
CpCp13_RS01320,0.213857,0.751396,0.119825,0.347602,0.545603,0.143425,0.763801,0,0,0,0.274968
CpCp13_RS01325,9.462623,7.259252,6.714239,5.708923,5.271084,8.313762,11.437604,3.047703,1.444281,3.085012,5.84424
CpCp13_RS01330,8.558462,11.58096,12.32266,12.654663,8.91661,7.431999,14.512228,7.824095,7.746596,13.364792,6.576163
CpCp13_RS01335,2.846493,5.864952,2.805838,4.212562,5.043145,3.35846,5.177335,3.2399,4.606084,5.903213,6.269275
CpCp13_RS10565,6.050992,0,0,0,0,0,0,0,0,0,0
CpCp13_RS01340,171.432134,568.240477,335.282448,381.165515,701.437808,607.399844,423.589394,424.121623,621.8055,1147.072413,862.966111
CpCp13_RS10570,392.813855,414.805205,613.378589,427.396566,287.507312,237.530802,1360.790754,263.864544,787.771952,360.577887,455.385218
CpCp13_RS01345,3.373871,2.706451,3.236968,2.754459,2.94781,2.634661,4.676927,3.598183,5.653913,2.587901,4.456831
CpCp13_RS01350,4.825146,1.784566,1.565209,1.788703,0.647904,3.917283,5.895593,2.081186,0.887631,0,1.632624
CpCp13_RS01355,2.244771,1.723958,0.927849,1.894104,1.408275,1.357392,4.819155,0.452363,0.643114,0,3.075494
CpCp13_RS01360,9.067542,15.171066,21.773865,14.036522,16.52401,0,42.409219,5.307813,45.275897,24.177557,8.327619
CpCp13_RS01365,9.17515,4.451821,4.18613,6.426902,3.845624,5.186417,15.760592,4.833722,6.413848,8.317923,10.111734
CpCp13_RS01370,4.146825,4.002765,3.319253,5.246518,3.197134,3.208957,5.696389,4.294634,3.981895,8.505408,5.126744
CpCp13_RS01375,3.758535,5.948553,3.642667,5.586256,4.664909,2.111926,7.981725,3.413145,3.905575,5.308792,6.138665
CpCp13_RS01380,6.938092,3.611454,5.615179,4.959857,4.916901,4.265321,13.078214,5.054074,3.368085,8.633157,4.955949
CpCp13_RS01385,6.852668,8.231512,6.645407,7.853929,8.405242,3.829823,16.211858,4.679856,4.606084,14.758032,4.518397
CpCp13_RS01390,6.488982,3.016927,2.817913,3.322989,1.955937,2.344585,12.047888,2.111029,3.858682,4.121111,2.996635
CpCp13_RS01395,5.90245,1.717477,1.335188,2.13527,2.3383,1.475224,8.72916,2.253314,3.844175,4.789888,2.946088
CpCp13_RS01400,6.638478,1.808109,1.29752,2.788154,1.641129,0.9491,13.018885,2.108642,2.698023,1.92101,2.481244
CpCp13_RS01405,0.646808,0.874073,0.139388,0.741315,0,0,1.036588,0,0.869516,0,0.639722
CpCp13_RS01410,10.621121,3.022329,3.652814,5.003922,1.905813,4.098986,16.978094,5.7879,5.221939,5.577084,3.75458
CpCp13_RS01415,8.857952,3.807074,11.155669,4.843257,4.664909,3.815093,20.317119,6.659795,5.680837,6.067191,10.710012
CpCp13_RS01420,16.369216,8.667892,4.634644,7.901742,9.996234,8.759142,40.686068,11.060017,15.216527,29.252528,16.512823
CpCp13_RS01425,9.594585,3.684265,6.169034,4.047883,2.675217,2.988783,17.477092,4.08181,0,7.828634,3.370578
CpCp13_RS01430,5.76932,3.151552,3.377308,4.053056,2.334171,2.237803,10.635893,3.792996,2.257286,6.830612,4.151838
CpCp13_RS01435,0.855427,2.671631,2.07696,1.622143,0.363736,0.191233,5.09201,1.168385,0.996638,0,2.932994
CpCp13_RS01440,1.849493,0.656392,2.669196,1.062784,0.714929,0.563807,6.505482,4.82261,0,3.138202,3.062577
CpCp13_RS01445,0.792835,1.857109,5.886018,3.167984,2.275566,2.259811,8.02302,7.471965,5.54228,6.659112,10.193944
CpCp13_RS01450,1.164403,1.278495,1.732985,1.971475,0.232085,0.488072,8.880617,4.025697,8.266889,3.395816,3.508923
CpCp13_RS01455,1.981456,3.185202,4.46263,3.525877,2.973647,3.517616,17.460928,12.09907,7.468829,21.754869,16.110289
CpCp13_RS01460,10.125635,26.682673,9.928486,15.772411,0,18.674769,75.342204,18.670625,8.847851,9.449594,35.802573
CpCp13_RS01465,2.017047,0,0,3.187432,0,1.127289,6.003329,5.509966,0,0,4.322392
CpCp13_RS01470,2.426303,4.098525,3.529379,3.096819,2.678417,1.721095,4.305063,1.720713,3.261724,4.354443,4.799445
CpCp13_RS01475,2.396365,0.584704,0.745939,1.758179,1.061413,1.562495,2.971787,0.272756,2.326623,1.863642,1.711748
CpCp13_RS01480,2.234804,2.141479,0.910667,1.706147,1.814131,0.81752,3.869928,3.496393,2.130314,0,0.914269
CpCp13_RS01485,0.049882,0,0,0.101347,0,0,0.296925,0.204393,0,0,0
CpCp13_RS01490,7.230477,1.085668,1.038783,1.205373,0.236497,1.243376,10.815197,2.430952,0.648004,2.7683,1.907004
CpCp13_RS01495,3.686422,1.129571,1.381011,2.177288,1.640408,1.221788,4.273931,1.844251,2.247364,1.600138,1.584542
CpCp13_RS01500,4.239945,2.482874,4.355363,4.594394,2.704295,0.947849,5.88902,2.895563,0,10.551637,5.451544
CpCp13_RS01505,1.782239,0.787671,1.978345,0.592122,0.643436,1.691421,2.502108,0.551155,0.587673,0.62764,0.432364
CpCp13_RS01510,26.200033,11.421223,11.474402,9.774572,8.707831,9.374229,35.796829,5.594228,11.361674,13.34782,14.419333
CpCp13_RS01515,2.089687,2.639358,2.869749,3.995964,2.613395,2.060975,6.951235,9.402064,8.592862,10.706808,8.956108
CpCp13_RS01520,0.142156,1.165431,0.07965,0.346589,0.181338,0.476688,0.846194,0.232996,0.496866,0,1.188055
CpCp13_RS01525,4.363679,5.332867,9.35471,6.578743,7.744597,3.181011,10.164207,4.664448,3.315664,9.915254,10.73339
CpCp13_RS01530,35.13184,2386.456031,2283.397998,1427.578964,761.85743,612.596525,355.513301,2216.897909,1350.731697,3540.915234,3252.315527
CpCp13_RS01535,364.262927,8053.509412,7039.28138,9565.782117,3603.515353,3739.215014,685.893402,5117.433984,1558.998333,6105.095211,6188.96381
CpCp13_RS01540,134.41755,52869.392359,47720.115537,32529.508043,33864.678827,35383.103079,177.807262,33597.725945,53246.26432,25228.00542,25804.248721
CpCp13_RS01545,7.433937,3439.066181,3332.204204,2930.150101,4836.296921,5833.175422,199.130343,6427.253397,3117.996665,6243.847374,6547.398008
CpCp13_RS01550,29.974345,43.881782,55.632466,40.092652,54.964393,33.922962,83.636724,32.240597,32.73974,34.966373,45.765962
CpCp13_RS01555,16.437436,23.548913,26.756707,21.651672,17.633678,17.193203,54.607869,16.065898,21.083518,30.961439,27.306895
CpCp13_RS01560,29.575354,68.340103,77.929196,90.08024,61.179139,43.42237,114.670392,46.50939,81.02177,128.306171,122.816129
CpCp13_RS01565,20.580252,24.844868,33.883903,40.998996,26.252737,26.118169,81.796195,22.574111,18.813161,41.367212,40.302484
CpCp13_RS01570,2.579008,2.359757,2.558899,3.675198,2.741545,2.702545,4.157773,2.201585,3.286435,5.014208,4.404036
CpCp13_RS01575,1.416939,0.976173,1.089687,1.58055,1.063227,1.490635,3.059558,2.732224,0.971083,5.185633,2.41126
CpCp13_RS01580,3.297906,0.207659,1.490182,1.537033,2.487952,1.308032,3.905109,1.453046,0.619728,5.295003,2.16575
CpCp13_RS01585,371.776476,222.649677,245.880051,248.890944,239.011085,227.068457,790.182667,175.100234,160.850659,351.760739,338.118213
CpCp13_RS01590,323.978891,446.69669,440.762741,387.460504,429.86274,380.055916,830.744402,278.823416,284.041827,537.957584,456.960486
CpCp13_RS01595,3.983744,3.645071,9.184172,7.475665,2.646757,5.009484,6.051908,1.020224,0.725213,1.54907,1.067111
CpCp13_RS01600,1.50846,4.105668,2.261787,3.395747,2.439168,2.422281,4.299919,1.13173,0.742593,0.396548,0.682928
CpCp13_RS01605,1.228289,6.102943,6.25649,4.33574,4.273199,2.496244,6.203701,0.305029,0,0,0.717856
CpCp13_RS01610,1.271983,7.138264,2.672609,5.096905,2.704295,4.798487,3.94354,1.737338,0,0.989216,0
CpCp13_RS01615,0.970566,1.623871,2.719053,2.754459,1.179124,1.084861,1.65068,0,0,0,0.742805
CpCp13_RS01620,0.871008,4.100439,5.59797,4.256452,4.030395,2.233505,1.728251,0.489862,0.298468,1.593833,0.439179
CpCp13_RS01625,1.561988,3.708189,4.375932,3.831147,4.038883,3.255924,4.774586,4.843487,2.213313,2.363841,4.88515
CpCp13_RS01630,18.284763,10.472928,11.01774,13.449919,17.876477,18.230098,52.196353,9.953234,8.24136,22.087675,20.335103
CpCp13_RS01635,19.93146,7.605041,6.557673,10.428064,7.836849,7.327691,48.44353,5.895034,7.06707,8.999183,10.448792
CpCp13_RS01640,0.428968,0.5024,0.160235,0.5423,0.182401,0.383587,1.106504,0.585906,0.49978,0.53377,0.459624
CpCp13_RS01645,0.841888,2.465012,0.786187,0.47514,0.447473,0.470515,0.835236,1.149893,0,0,0.451027
CpCp13_RS01650,4.563977,0,0,0,0,0,0,0,0,28.395076,0
CpCp13_RS01655,0.191966,0.674482,0,0.104007,0.244877,0.128743,0.799887,0.157318,0,0,0.370233
CpCp13_RS01660,0.057028,0.667908,0.319532,0.077245,0,0,0.509201,0.467354,0,0,0
CpCp13_RS01665,0.367995,1.79579,0.343648,0.830747,1.173562,2.262319,0.912719,0.502626,2.143712,1.144753,1.380029
CpCp13_RS01670,0.122923,0.239942,0,0.388497,0,0,0.609757,0.167894,0,0,0.52683
CpCp13_RS01675,1.565994,0.416833,0,0.289246,0,0,0.635572,0.29167,0,1.328582,0.457611
CpCp13_RS01680,1.508994,0.552283,0.264217,0.510982,0.120307,0.695762,1.235083,0.541028,0.329642,0.704123,0.909469
CpCp13_RS01685,16.46983,16.497321,13.356447,10.860635,8.293172,8.720212,9.02983,0,0,4.044794,0.696586
CpCp13_RS01690,27.114951,104.46235,103.282897,94.072962,78.886232,78.162842,128.840205,58.476222,54.037201,146.500394,81.806355
CpCp13_RS01695,13.225143,33.637847,34.056445,38.179095,23.857071,32.252841,47.313839,25.1795,28.015085,34.907126,16.317292
CpCp13_RS01700,30.346085,30.377533,29.19662,34.119427,29.410291,26.902413,89.901631,19.78789,19.873854,38.089554,34.150525
CpCp13_RS01705,108.3576,125.669824,121.808944,161.493299,116.870341,99.143819,243.195366,73.17291,79.785001,121.150599,131.774576
CpCp13_RS01710,3.148243,1.798618,3.226772,4.264285,1.959017,0.77246,5.713476,3.775632,1.34193,4.299584,1.727753
CpCp13_RS01715,2.462594,1.153659,0.27596,1.7345,1.884812,0,1.759058,2.01812,5.164397,0,0.31663
CpCp13_RS01720,1.158638,2.261628,0.54099,1.046248,0,0.32377,2.586338,4.351945,0,1.802136,2.172521
CpCp13_RS01725,1.785554,0.804311,1.154366,2.418528,0.876039,0,4.087952,2.251198,0,2.563602,2.64899
CpCp13_RS01730,13.587065,15.912932,7.612869,3.680727,34.664069,0,40.43912,44.538923,0,0,26.204519
CpCp13_RS01735,4.22504,0,6.373504,4.402156,4.145829,2.179655,3.869221,3.995147,5.679799,12.132166,5.223442
CpCp13_RS01740,3.072508,8.605031,6.73644,8.685292,2.556115,1.343868,9.542287,6.021185,4.669181,12.466831,9.017451
CpCp13_RS01745,162.516443,127.483882,158.855783,165.953199,174.373276,108.653204,1399.858144,170.11014,247.739821,179.542285,205.051102
CpCp13_RS01750,36.426115,60.465297,49.417069,54.486636,80.492554,85.599146,203.171194,57.293827,37.593773,99.037972,104.641579
CpCp13_RS01755,36.334758,27.072528,28.736599,43.442543,44.690983,38.272044,234.990598,29.007108,27.77298,53.930587,54.101523
CpCp13_RS01760,56.197275,41.50638,59.570919,90.519927,45.207886,39.047245,221.506079,56.011875,97.326358,94.49594,61.840808
CpCp13_RS01765,12.608483,10.38293,9.382628,13.342305,11.623007,10.73511,54.677385,9.081539,10.328794,19.304699,17.256338
CpCp13_RS01770,62.378964,72.095868,27.592976,103.391658,83.760342,145.871592,178.329612,90.805552,43.03198,76.597649,134.553199
CpCp13_RS01775,28.998907,13.525092,28.757817,41.364534,34.372916,17.210895,113.806087,26.288588,31.394006,28.739242,51.96884
CpCp13_RS01780,46.99698,38.873439,40.650852,54.824815,91.799421,85.10087,182.364506,42.606642,37.986318,99.779709,98.759968
CpCp13_RS01785,43.88343,88.718426,105.377165,73.356466,107.737192,91.095078,150.823513,65.646553,45.649581,152.763203,163.44896
CpCp13_RS01790,340.594434,330.515662,463.458824,427.063542,235.856033,221.895605,1135.354818,207.346601,340.130055,472.241034,563.042649
CpCp13_RS01795,269.214477,283.577081,204.647906,264.593706,319.336303,220.183535,837.90489,211.879622,129.095941,459.585897,379.914916
CpCp13_RS01800,1.434099,0.839796,0.860925,0.860242,0.522679,0.755691,0.975612,0.419735,0,0.764772,0.52683
CpCp13_RS01805,0.465139,0,0.044934,0.086901,0.204601,0.053784,0.047738,0,0.280304,0.299368,0.051557
CpCp13_RS01810,0.110817,0,0.103485,0.300202,0,0,0.219882,0,0.64555,0,0.94989
CpCp13_RS01815,0.159214,0,0,0.107828,0,0,0.236934,0.163097,0.695613,0,0.383833
CpCp13_RS01820,73.626577,135.626895,141.380901,154.543771,104.18288,116.905243,235.097881,108.887553,115.03684,245.721014,219.424433
CpCp13_RS01825,76.310836,348.713229,278.04517,247.353712,270.087963,233.704717,298.01766,207.855739,285.224837,403.419658,507.60094
CpCp13_RS01830,68.263114,167.511266,151.170698,147.184678,130.321277,118.345742,317.057631,117.973516,134.716986,178.548765,148.969921
CpCp13_RS01835,22.335798,2.816192,3.967015,6.079704,2.044892,3.494058,10.496516,1.97057,4.202263,6.482752,3.263458
CpCp13_RS01840,147.730508,7.138264,7.992555,8.325811,8.601961,8.43611,33.656019,7.439133,9.518423,13.070279,10.754475
CpCp13_RS01845,44.73142,3.931218,4.850291,8.470913,4.507159,3.672916,16.299967,5.935905,7.409787,7.25425,5.678691
CpCp13_RS01850,10.05941,7.319807,5.586288,5.240553,5.504878,4.790351,15.85568,6.219422,5.201173,8.887849,8.227228
CpCp13_RS01855,65.142514,34.263668,49.72241,65.516051,67.174694,47.089148,283.278692,46.352175,51.127531,80.086922,69.588955
CpCp13_RS01860,125.352206,57.106113,50.940427,66.319592,77.100585,63.698428,548.743625,37.045111,63.909414,60.67191,67.264099
CpCp13_RS01865,52.807314,20.472003,33.505667,38.380523,18.776994,21.594866,216.314343,16.58666,22.508976,17.171295,22.47476
CpCp13_RS01870,74.0678,34.89818,32.090166,37.634829,35.542167,25.433953,271.816337,21.565051,18.936123,40.44794,40.302484
CpCp13_RS01875,1809.087605,585.184537,762.640945,672.110643,615.392526,335.095487,6533.046738,465.948919,60.220701,707.479486,708.89115
CpCp13_RS01880,135.787449,60.56709,69.127893,82.455441,99.895028,96.615991,630.622274,73.863183,59.390566,77.218795,116.361547
CpCp13_RS01885,2.82663,0.827625,0.395942,0.957165,0,0.473925,3.785799,0,0,2.637909,0.454295
CpCp13_RS01890,21.934394,4.287246,5.332734,8.091927,5.229928,5.00823,15.165932,4.199871,2.558935,5.465938,4.61253
CpCp13_RS01895,5.785438,1.479433,2.689534,2.977131,1.127957,1.948493,3.985223,1.656322,0.883032,0.943087,0.974499
CpCp13_RS01900,3.575687,0.543868,0.780572,1.006391,0.592369,1.557181,1.65854,0.951399,1.623096,1.733483,1.194148
CpCp13_RS01905,0.354614,0.692195,0.165576,1.841238,0.376962,0.59456,0.879529,1.453046,1.032879,0,0.759912
CpCp13_RS01910,0.426311,0.936166,1.343607,1.082695,1.359536,1.072157,1.903243,2.838601,0,0.994621,3.939708
CpCp13_RS01915,0.527128,0,0.164084,0.475996,0,0.196401,0.871605,0.719978,0,1.639781,0.188267
CpCp13_RS01920,3.558116,0.192926,2.122838,2.900599,1.470917,1.767611,3.824168,1.61995,1.727281,3.689508,2.541598
CpCp13_RS01925,10.078752,14.834828,15.873076,15.201283,11.466816,9.042958,39.320842,20.537469,15.233529,20.845377,25.479876
CpCp13_RS01930,25.807988,49.607331,40.290109,59.239832,59.057438,56.152884,123.427233,56.910978,49.922505,88.250052,104.48792
CpCp13_RS01935,7.681643,5.423486,7.326035,4.648936,4.517231,3.836406,30.645934,5.134367,2.856287,10.168477,11.557882
CpCp13_RS01940,9.449119,4.3856,4.285491,4.81304,4.471809,4.808941,18.401126,6.855672,8.354172,5.650815,8.29757
CpCp13_RS01945,16.054914,10.098032,9.495368,11.356416,8.34374,8.175199,23.538126,4.873021,6.235065,7.768964,6.689775
CpCp13_RS01955,559.288882,1277.443044,916.70793,1461.672521,1702.201132,1221.768946,3094.376795,1607.051971,2190.07211,1862.552274,1670.961515
CpCp13_RS01960,36.569492,57.106061,49.858965,80.574103,59.088798,67.036573,238.000324,63.933976,72.430603,127.410896,130.871001
CpCp13_RS01965,14.065202,28.553057,26.269236,33.022203,25.118743,15.092676,57.49075,16.905634,26.219247,38.503328,30.743561
CpCp13_RS01970,16.5536,16.316032,16.300171,21.977803,11.498936,12.915441,64.39039,9.402064,11.45715,15.29544,23.970758
CpCp13_RS01975,11.656536,16.953378,21.130317,28.584845,23.081583,18.905149,50.225915,17.481963,11.317292,31.283954,29.877015
CpCp13_RS01980,79.372843,85.297739,104.438503,108.011865,114.162338,131.217123,308.247073,76.882699,99.23487,117.503826,132.924506
CpCp13_RS01985,0.326618,2.459115,2.483637,2.464815,0.297602,2.034021,1.527603,2.294284,3.261724,5.225332,2.399723
CpCp13_RS01990,0.184495,0,0.221514,0.214198,0.33621,0.088381,0.706,0.215993,0.460608,0,0.677759
CpCp13_RS01995,5.884751,1.969176,5.652415,3.41609,3.217179,2.255227,7.506325,6.200499,0,12.552809,3.783183
CpCp13_RS02000,0,0,0,0.213046,0,0.210973,0.093627,0.128899,0.549758,0,0.101117
CpCp13_RS02005,0.073878,0.288415,0.413939,0.100067,0.157068,0,0.293176,0.706342,0,0,0.31663
CpCp13_RS02010,0.170516,0.332842,0.045495,0.109982,0.051789,0.190596,0.604173,0.26617,0,0.151553,0.495904
CpCp13_RS02015,0.797551,0.21229,0.507807,0.54014,0.693667,0.121564,1.510567,0.594182,0,1.353277,1.398351
CpCp13_RS02020,1.443725,0,0,0.48888,0,0,2.148476,1.478933,0,0,8.12123
CpCp13_RS02025,1.550213,0,4.342942,1.049879,0,0,6.920836,0,13.545867,0,2.491498
CpCp13_RS02030,64.212335,110.698004,104.236329,117.254224,136.83734,107.661086,298.728633,78.073292,83.901589,196.016941,140.335314
CpCp13_RS02035,38.904842,66.122868,81.960017,79.392329,78.566894,67.811127,170.786011,45.006195,71.757938,86.217978,64.672523
CpCp13_RS02040,19.102985,6.571114,6.062796,6.47778,4.260191,6.092203,31.489547,5.364328,6.069935,5.984079,6.097514
CpCp13_RS02045,6.709297,0,3.132698,0.75731,0,0,4.992213,0,0,0,3.594389
CpCp13_RS02050,0.719937,0,0.091678,0.08865,0,0.109734,0.77918,0,0,0,0
CpCp13_RS02055,3.037691,0,2.83671,2.057271,0,0,9.041064,0,0,0,0
CpCp13_RS02060,10.293644,4.614635,5.243233,7.138133,6.596842,6.771377,16.564463,7.265231,6.02513,5.515628,8.232382
CpCp13_RS02065,6.094921,4.957128,3.984168,4.448825,2.15968,3.633422,17.737168,4.301118,1.775262,7.583989,6.748178
CpCp13_RS02070,1.308178,5.571328,7.662928,3.543846,2.275566,2.392741,7.433092,1.949208,2.078355,2.219704,3.440456
